dataset,rank,id,model,demo_audio,caption,key_tag,winner,loser,clap_caption,muq_caption,clap_pertag_mean,muq_pertag_mean,mqa_qwen3omni,mqa_af,mqa_mf,aqa_qwen3omni,aqa_af,aqa_mf
sdd,2,116,acestep_1_5,audio/sdd/02_116/acestep_1_5.wav,"A peaceful yet emotionally charged instrumental track featuring a blend of calm, acoustic and electric guitars that overlap and intertwine to create a soothing, introspective soundscape that is perfect for relaxing and unwinding, or for providing a poignant, mellow background ambiance during a reflective moment.",instrument:acoustic guitar,meanaudio,stable_audio_3,0.4091,0.1209,0.2678,0.1115,0.7927,0.9067,0.8211,0.9241,0.9579,0.9859
sdd,2,116,GT,audio/sdd/02_116/GT.mp3,"A peaceful yet emotionally charged instrumental track featuring a blend of calm, acoustic and electric guitars that overlap and intertwine to create a soothing, introspective soundscape that is perfect for relaxing and unwinding, or for providing a poignant, mellow background ambiance during a reflective moment.",instrument:acoustic guitar,meanaudio,stable_audio_3,0.413,0.3507,0.2741,0.1858,0.9931,0.9808,0.9728,0.9992,0.9914,0.9964
sdd,3,528,musicgen_large,audio/sdd/03_528/musicgen_large.wav,upbeat electronic music with occasional melody woah which keeps looping over and over,mood_theme:upbeat,musicgen_large,stable_audio_3,0.2395,0.291,0.14,0.1798,0.7269,0.8422,0.7111,0.9046,0.9399,0.9526
sdd,3,528,stable_audio_3,audio/sdd/03_528/stable_audio_3.wav,upbeat electronic music with occasional melody woah which keeps looping over and over,mood_theme:upbeat,musicgen_large,stable_audio_3,0.1941,0.1598,0.3991,0.1408,0.6718,0.6916,0.6198,0.7982,0.5317,0.6225
sdd,3,528,meanaudio,audio/sdd/03_528/meanaudio.wav,upbeat electronic music with occasional melody woah which keeps looping over and over,mood_theme:upbeat,musicgen_large,stable_audio_3,0.2052,0.191,0.009,0.2264,0.7422,0.689,0.6788,0.9046,0.7059,0.9924
sdd,3,528,acestep_1_5,audio/sdd/03_528/acestep_1_5.wav,upbeat electronic music with occasional melody woah which keeps looping over and over,mood_theme:upbeat,musicgen_large,stable_audio_3,0.1965,0.1677,0.3207,0.1901,0.9296,0.8037,0.6745,0.867,0.6794,0.5927
sdd,3,528,GT,audio/sdd/03_528/GT.mp3,upbeat electronic music with occasional melody woah which keeps looping over and over,mood_theme:upbeat,musicgen_large,stable_audio_3,0.2709,0.2526,0.2936,0.2441,0.8663,0.793,0.5952,0.9241,0.8811,0.8933
sdd,4,291,musicgen_large,audio/sdd/04_291/musicgen_large.wav,"A lullaby turned dark in its melody begins on a plucky kalimba of some kind; after an intro, a flute takes over the melody and a harp and other orchestral instruments back it up.",instrument:flute,meanaudio,acestep_1_5,0.3875,0.2582,0.2273,0.1761,0.7299,0.2275,0.0962,0.9707,0.3777,0.7549
sdd,4,291,stable_audio_3,audio/sdd/04_291/stable_audio_3.wav,"A lullaby turned dark in its melody begins on a plucky kalimba of some kind; after an intro, a flute takes over the melody and a harp and other orchestral instruments back it up.",instrument:flute,meanaudio,acestep_1_5,0.4363,0.5875,0.2651,0.2876,0.859,0.6005,0.6416,0.9627,0.6516,0.852
sdd,4,291,meanaudio,audio/sdd/04_291/meanaudio.wav,"A lullaby turned dark in its melody begins on a plucky kalimba of some kind; after an intro, a flute takes over the melody and a harp and other orchestral instruments back it up.",instrument:flute,meanaudio,acestep_1_5,0.4377,0.1336,0.1697,0.117,0.7285,0.2518,0.6383,0.9707,0.0954,0.9241
sdd,4,291,acestep_1_5,audio/sdd/04_291/acestep_1_5.wav,"A lullaby turned dark in its melody begins on a plucky kalimba of some kind; after an intro, a flute takes over the melody and a harp and other orchestral instruments back it up.",instrument:flute,meanaudio,acestep_1_5,0.4137,0.0382,0.2261,0.1165,0.525,0.2016,0.0806,0.7982,0.3489,0.4378
sdd,4,291,GT,audio/sdd/04_291/GT.mp3,"A lullaby turned dark in its melody begins on a plucky kalimba of some kind; after an intro, a flute takes over the melody and a harp and other orchestral instruments back it up.",instrument:flute,meanaudio,acestep_1_5,0.4448,0.2206,0.2858,0.1514,0.5188,0.6026,0.4972,0.9797,0.7559,0.5622
sdd,5,592,musicgen_large,audio/sdd/05_592/musicgen_large.wav,"Genre seems to be Texas country music and I feel hopeful and felt like I'm in a farm
with waiting for the sunset with animals walking around",mood_theme:calm,acestep_1_5,meanaudio,0.1164,0.2957,0.1991,0.2033,0.6766,0.5231,0.5838,0.977,0.9149,0.8176
sdd,5,592,stable_audio_3,audio/sdd/05_592/stable_audio_3.wav,"Genre seems to be Texas country music and I feel hopeful and felt like I'm in a farm
with waiting for the sunset with animals walking around",mood_theme:calm,acestep_1_5,meanaudio,0.1371,0.2576,0.2693,0.2373,0.5492,0.6592,0.6857,0.9707,0.9707,0.867
sdd,5,592,meanaudio,audio/sdd/05_592/meanaudio.wav,"Genre seems to be Texas country music and I feel hopeful and felt like I'm in a farm
with waiting for the sunset with animals walking around",mood_theme:calm,acestep_1_5,meanaudio,0.1198,0.1521,0.2422,0.1668,0.78,0.3441,0.5322,0.9954,0.3489,0.0097
sdd,5,592,acestep_1_5,audio/sdd/05_592/acestep_1_5.wav,"Genre seems to be Texas country music and I feel hopeful and felt like I'm in a farm
with waiting for the sunset with animals walking around",mood_theme:calm,acestep_1_5,meanaudio,0.0755,-0.0678,0.2499,-0.0474,0.8141,0.5929,0.665,0.7773,0.4077,0.5
sdd,5,592,GT,audio/sdd/05_592/GT.mp3,"Genre seems to be Texas country music and I feel hopeful and felt like I'm in a farm
with waiting for the sunset with animals walking around",mood_theme:calm,acestep_1_5,meanaudio,0.2512,0.1733,0.2344,0.2505,0.3499,0.6035,0.4205,0.0534,0.5931,0.1192
sdd,6,1106,musicgen_large,audio/sdd/06_1106/musicgen_large.wav,"Very country-blusy fantastic guitar riffs, smooth & calm. Perfect mix of multiple guitars",genre:country,stable_audio_3,acestep_1_5,0.2763,0.2426,0.1772,0.3229,0.9841,0.7728,0.7403,0.9859,0.9324,0.0421
sdd,6,1106,stable_audio_3,audio/sdd/06_1106/stable_audio_3.wav,"Very country-blusy fantastic guitar riffs, smooth & calm. Perfect mix of multiple guitars",genre:country,stable_audio_3,acestep_1_5,0.3412,0.4679,0.2781,0.2489,0.842,0.6716,0.5808,0.9975,0.9579,0.8808
sdd,6,1106,meanaudio,audio/sdd/06_1106/meanaudio.wav,"Very country-blusy fantastic guitar riffs, smooth & calm. Perfect mix of multiple guitars",genre:country,stable_audio_3,acestep_1_5,0.3163,0.2556,0.16,0.1426,0.9447,0.4915,0.3051,0.9579,0.1481,0.023
sdd,6,1106,acestep_1_5,audio/sdd/06_1106/acestep_1_5.wav,"Very country-blusy fantastic guitar riffs, smooth & calm. Perfect mix of multiple guitars",genre:country,stable_audio_3,acestep_1_5,0.3232,0.1013,0.2075,0.1123,0.5467,0.6119,0.4758,0.8808,0.7059,0.3208
sdd,6,1106,GT,audio/sdd/06_1106/GT.mp3,"Very country-blusy fantastic guitar riffs, smooth & calm. Perfect mix of multiple guitars",genre:country,stable_audio_3,acestep_1_5,0.3685,0.2606,0.247,0.2563,0.9385,0.8778,0.6337,0.9914,0.9941,0.9859
sdd,7,138,musicgen_large,audio/sdd/07_138/musicgen_large.wav,"Possibly a movie soundtrack, this instrumental piece has a dramatic tone, creates a slight suspense and a playful continuing",mood_theme:playful,acestep_1_5,meanaudio,0.2183,0.0937,0.1591,-0.0,0.9467,0.8324,0.7539,0.9972,0.7982,0.9841
sdd,7,138,stable_audio_3,audio/sdd/07_138/stable_audio_3.wav,"Possibly a movie soundtrack, this instrumental piece has a dramatic tone, creates a slight suspense and a playful continuing",mood_theme:playful,acestep_1_5,meanaudio,0.2017,0.2189,0.2326,0.0761,0.8047,0.5688,0.6547,0.9914,0.3778,0.9466
sdd,7,138,meanaudio,audio/sdd/07_138/meanaudio.wav,"Possibly a movie soundtrack, this instrumental piece has a dramatic tone, creates a slight suspense and a playful continuing",mood_theme:playful,acestep_1_5,meanaudio,0.1994,0.1159,0.089,0.1259,0.7322,0.6956,0.738,0.9149,0.469,0.9707
sdd,7,138,acestep_1_5,audio/sdd/07_138/acestep_1_5.wav,"Possibly a movie soundtrack, this instrumental piece has a dramatic tone, creates a slight suspense and a playful continuing",mood_theme:playful,acestep_1_5,meanaudio,0.2673,0.1138,0.2614,0.0374,0.5132,0.5891,0.6957,0.9941,0.7059,0.9797
sdd,7,138,GT,audio/sdd/07_138/GT.mp3,"Possibly a movie soundtrack, this instrumental piece has a dramatic tone, creates a slight suspense and a playful continuing",mood_theme:playful,acestep_1_5,meanaudio,0.4834,-0.0255,0.3581,0.0598,0.7535,0.6012,0.8264,0.9933,0.9579,0.9903
sdd,8,591,musicgen_large,audio/sdd/08_591/musicgen_large.wav,"Genre seems to be spanish country music and I feel very relaxed and felt like I was
at a park jogging around in a peaceful manner.",genre:country,stable_audio_3,meanaudio,0.273,0.2731,0.2748,0.2103,0.7578,0.7319,0.4159,0.9241,0.5002,0.0086
sdd,8,591,stable_audio_3,audio/sdd/08_591/stable_audio_3.wav,"Genre seems to be spanish country music and I feel very relaxed and felt like I was
at a park jogging around in a peaceful manner.",genre:country,stable_audio_3,meanaudio,0.2022,0.2766,0.2222,0.2364,0.8701,0.9238,0.8511,0.9964,0.8176,0.2451
sdd,8,591,meanaudio,audio/sdd/08_591/meanaudio.wav,"Genre seems to be spanish country music and I feel very relaxed and felt like I was
at a park jogging around in a peaceful manner.",genre:country,stable_audio_3,meanaudio,0.2638,0.2345,0.0875,0.2404,0.3848,0.2782,0.5996,0.0851,0.2229,0.7549
sdd,8,591,acestep_1_5,audio/sdd/08_591/acestep_1_5.wav,"Genre seems to be spanish country music and I feel very relaxed and felt like I was
at a park jogging around in a peaceful manner.",genre:country,stable_audio_3,meanaudio,0.2679,0.1007,0.2833,0.0244,0.7357,0.7788,0.7209,0.9903,0.349,0.269
sdd,8,591,GT,audio/sdd/08_591/GT.mp3,"Genre seems to be spanish country music and I feel very relaxed and felt like I was
at a park jogging around in a peaceful manner.",genre:country,stable_audio_3,meanaudio,0.2236,0.1008,0.2648,0.1714,0.6441,0.9051,0.7223,0.1192,0.7315,0.1067
sdd,9,387,musicgen_large,audio/sdd/09_387/musicgen_large.wav,"The song has a very happy and relaxing vibe. It is an alternative rock instrumental song, that has guitar drums and bass and pad synth. The songs sounds emotional and motivating",genre:rock,stable_audio_3,acestep_1_5,0.2398,0.5615,0.1663,0.2483,0.6598,0.7887,0.5222,0.5927,0.9149,0.0293
sdd,9,387,stable_audio_3,audio/sdd/09_387/stable_audio_3.wav,"The song has a very happy and relaxing vibe. It is an alternative rock instrumental song, that has guitar drums and bass and pad synth. The songs sounds emotional and motivating",genre:rock,stable_audio_3,acestep_1_5,0.3115,0.4727,0.1804,0.2278,0.7167,0.8038,0.5976,0.9241,0.9241,0.026
sdd,9,387,meanaudio,audio/sdd/09_387/meanaudio.wav,"The song has a very happy and relaxing vibe. It is an alternative rock instrumental song, that has guitar drums and bass and pad synth. The songs sounds emotional and motivating",genre:rock,stable_audio_3,acestep_1_5,0.2497,0.1451,0.1475,0.1624,0.686,0.4439,0.5426,0.1192,0.6515,0.0293
sdd,9,387,acestep_1_5,audio/sdd/09_387/acestep_1_5.wav,"The song has a very happy and relaxing vibe. It is an alternative rock instrumental song, that has guitar drums and bass and pad synth. The songs sounds emotional and motivating",genre:rock,stable_audio_3,acestep_1_5,0.2739,0.1731,0.2871,0.1643,0.7346,0.6108,0.5812,0.1824,0.8355,0.6514
sdd,9,387,GT,audio/sdd/09_387/GT.mp3,"The song has a very happy and relaxing vibe. It is an alternative rock instrumental song, that has guitar drums and bass and pad synth. The songs sounds emotional and motivating",genre:rock,stable_audio_3,acestep_1_5,0.4396,0.5189,0.3336,0.2662,0.7118,0.793,0.5971,0.8519,0.8672,0.3209
sdd,10,1060,musicgen_large,audio/sdd/10_1060/musicgen_large.wav,This rock song has an indie rock genre but with a dancing  joyful vibe to it and licks / effects using synths along with whistle at the end,genre:rock,meanaudio,stable_audio_3,0.2462,0.4663,0.1741,0.1783,0.3717,0.7411,0.4201,0.0676,0.6794,0.6514
sdd,10,1060,stable_audio_3,audio/sdd/10_1060/stable_audio_3.wav,This rock song has an indie rock genre but with a dancing  joyful vibe to it and licks / effects using synths along with whistle at the end,genre:rock,meanaudio,stable_audio_3,0.3093,0.4911,0.2359,0.1521,0.642,0.6788,0.665,0.7311,0.7776,0.7311
sdd,10,1060,meanaudio,audio/sdd/10_1060/meanaudio.wav,This rock song has an indie rock genre but with a dancing  joyful vibe to it and licks / effects using synths along with whistle at the end,genre:rock,meanaudio,stable_audio_3,0.2496,0.1721,0.0613,0.1595,0.3024,0.6031,0.4992,0.026,0.3211,0.0759
sdd,10,1060,acestep_1_5,audio/sdd/10_1060/acestep_1_5.wav,This rock song has an indie rock genre but with a dancing  joyful vibe to it and licks / effects using synths along with whistle at the end,genre:rock,meanaudio,stable_audio_3,0.3233,0.2225,0.2596,0.1023,0.7571,0.7677,0.5995,0.9149,0.706,0.4379
sdd,10,1060,GT,audio/sdd/10_1060/GT.mp3,This rock song has an indie rock genre but with a dancing  joyful vibe to it and licks / effects using synths along with whistle at the end,genre:rock,meanaudio,stable_audio_3,0.3767,0.4736,0.2958,0.263,0.9438,0.8256,0.7161,0.9941,0.4393,0.9149
